season,winslot,Aslot,Bslot,Aseed,Bseed,Aname,Bname,Awins,Bwins,Alosses,Blosses,daynum,Aregion,Bregion,winner,teamA,teamB,Aminscore,Bminscore,Amaxscore,Bmaxscore,Aqvgscore,Bqvgscore,Astdscore,Bstdscore,Agamescore,Bgamescore
F,R1Y8,Y08,Y09,08,09,Tennessee,Charlotte,22,21,10,10,137,Midwest,Midwest,B,790,546,66.0,56.0,102.0,106.0,81.40625,79.096774193548384,9.675547061406915,12.110658698448312,63,70
F,R2Z4,R1Z4,R1Z5,13,12,Indiana St,Gonzaga,20,23,11,6,139,South,South,B,626,607,54.0,61.0,92.0,105.0,72.774193548387103,82.551724137931032,9.3901447218891647,10.506438770965072,68,85
L,R1X5,X05,X12,05,12,Tennessee,Long Beach St,22,23,10,7,137,South,South,A,790,647,44.0,49.0,111.0,102.0,79.65625,80.533333333333331,13.387516048076282,13.49748947850015,121,86
D,R1W8,W08,W09,08,09,Col Charleston,Tulsa,25,22,2,9,137,East,East,B,554,802,44.0,52.0,98.0,103.0,72.777777777777771,71.0,10.754269895611431,12.861545585142933,53,62
O,R5WX,R4W1,R4X1,02,01,West Virginia,Duke,27,29,6,5,152,East,South,B,843,577,53.0,57.0,95.0,114.0,72.969696969696969,77.970588235294116,9.9589607845483883,13.954727839185683,57,78
G,R1Y3,Y03,Y14,03,14,Pittsburgh,Central Conn,27,27,5,4,137,South,South,A,731,544,53.0,44.0,92.0,107.0,72.59375,71.806451612903231,8.753068658333488,13.424626756002615,71,54
C,R1Z7,Z07,Z10,07,10,Massachusetts,St Louis,21,21,10,10,137,South,South,B,663,780,47.0,43.0,85.0,85.0,70.483870967741936,68.032258064516128,9.4557405937821226,9.5291873226512305,46,51
F,R4W1,R3W1,R3W2,01,06,Duke,USC,29,20,4,9,145,East,East,A,577,818,63.0,52.0,115.0,107.0,91.424242424242422,77.310344827586206,10.657278926773413,11.876094354730988,79,69
A,R4Z1,R3Z1,R3Z2,04,02,Syracuse,Kansas,24,25,8,4,146,West,West,A,786,636,47.0,55.0,97.0,108.0,76.65625,80.34482758620689,9.9234865817161264,11.806707217302421,60,57
A,R1Y6,Y06,Y11,06,11,Indiana,Boston College,18,18,11,10,137,Southeast,Southeast,B,625,527,50.0,55.0,103.0,116.0,76.34482758620689,78.321428571428569,12.225682019108072,14.74316687105437,51,64
H,R6CH,R5WX,R5YZ,03,02,Syracuse,Kansas,24,23,5,7,154,East,West,A,786,636,54.0,56.0,109.0,105.0,80.103448275862064,81.333333333333329,13.20487064681244,11.987030027862986,81,78
F,R3X1,R2X1,R2X4,01,05,Stanford,Cincinnati,27,23,2,9,143,West,West,A,783,549,69.0,44.0,100.0,105.0,82.724137931034477,74.09375,8.9245749506595864,13.363568420803629,78,65
E,R1Z2,Z02,Z15,02,15,Cincinnati,UNC Wilmington,28,18,3,12,137,South,South,A,549,816,58.0,38.0,106.0,76.0,78.548387096774192,60.533333333333331,10.823626217461381,8.9916010192228217,64,47
M,R2X1,R1X1,R1X8,01,08,Kansas,UNLV,30,25,3,7,138,Midwest,Midwest,A,636,817,59.0,45.0,109.0,89.0,81.181818181818187,69.25,11.263926183078937,11.42092378050042,75,56
O,R1X3,X03,X14,03,14,Baylor,Sam Houston St,24,21,7,7,136,South,South,A,521,751,55.0,48.0,94.0,107.0,76.709677419354833,79.892857142857139,9.6426256241855537,13.939510356522279,68,59
N,R1W7,W07,W10,07,10,Texas,Minnesota,22,21,11,10,136,East,East,A,793,673,55.0,41.0,99.0,90.0,72.333333333333329,66.161290322580641,9.2266631634255027,11.060236170241538,76,62
P,R3Y1,R2Y1,R2Y4,08,04,Butler,Wisconsin,22,23,9,8,143,Southeast,Southeast,A,535,849,49.0,33.0,91.0,99.0,72.483870967741936,68.193548387096769,10.095898137816029,12.713770423312313,61,54
F,R3Y1,R2Y1,R2Y4,01,04,Illinois,Kansas,24,22,7,6,144,Midwest,Midwest,A,623,636,55.0,53.0,95.0,101.0,77.064516129032256,80.928571428571431,10.643597148038809,12.023573783639049,80,64
I,R3W2,R2W2,R2W3,07,03,Xavier,Texas,23,23,10,7,144,Atlanta,Atlanta,A,853,793,44.0,48.0,93.0,122.0,70.424242424242422,77.13333333333334,10.444747274979907,15.664680725192655,79,71
M,R6CH,R5WX,R5YZ,01,01,Kansas,Memphis,30,33,3,1,154,Midwest,South,A,636,666,59.0,56.0,109.0,104.0,81.181818181818187,79.67647058823529,11.263926183078937,12.18176213524641,75,68
R,R1W3,W03,W14,03,14,Marquette,Davidson,23,25,8,7,136,East,East,A,660,568,47.0,50.0,89.0,93.0,69.0,73.09375,11.489125293076057,9.2343089041627806,59,58
P,Z11,Z11a,Z11b,11,11,USC,VA Commonwealth,19,23,14,11,135,Southwest,Southwest,B,818,825,50.0,51.0,86.0,101.0,66.848484848484844,71.529411764705884,8.1802467626750293,11.32471345986718,46,59
E,R1W4,W04,W13,04,13,Syracuse,Samford,24,20,5,10,136,Midwest,Midwest,A,786,752,54.0,51.0,105.0,92.0,76.241379310344826,72.200000000000003,10.791616070257867,10.342146779078318,79,65
N,R1W1,W01,W16,01,16,Pittsburgh,ETSU,27,22,4,10,137,East,East,A,731,586,56.0,61.0,93.0,103.0,77.709677419354833,78.09375,10.716865057941863,11.10562744456611,72,62
Q,R1X3,X03,X14,03,14,Georgetown,Belmont,22,26,8,7,137,Midwest,Midwest,A,603,522,49.0,61.0,91.0,106.0,68.433333333333337,81.393939393939391,10.566246048410738,9.6135617400451636,74,59
F,R2W1,R1W1,R1W8,01,09,Duke,Missouri,29,19,4,12,138,East,East,A,577,676,63.0,59.0,115.0,112.0,91.424242424242422,75.548387096774192,10.657278926773413,12.697062677026905,94,81
P,R1W5,W05,W12,05,12,West Virginia,Clemson,20,21,11,11,136,East,East,A,843,551,50.0,47.0,95.0,87.0,69.548387096774192,68.25,10.811698293015226,8.9721792224631809,84,76
C,R1W1,W01,W16,01,16,North Carolina,Navy,30,17,3,10,136,East,East,A,708,692,50.0,43.0,109.0,93.0,82.575757575757578,71.259259259259252,12.744649032889585,13.420803620561381,88,52
L,Z16,Z16a,Z16b,16,16,Florida A&M,Niagara,18,22,13,11,134,West,West,B,593,704,33.0,48.0,93.0,95.0,68.967741935483872,76.060606060606062,11.718427371556089,11.742023453570754,69,77
F,R2Z1,R1Z1,R1Z8,01,09,Michigan St,Fresno St,24,25,4,6,139,South,South,A,671,597,46.0,60.0,103.0,108.0,78.428571428571431,82.0,15.367936406289395,12.381046909718304,81,65
P,R1Y4,Y04,Y13,04,13,Wisconsin,Belmont,23,30,8,4,136,Southeast,Southeast,A,849,522,33.0,64.0,99.0,102.0,68.193548387096769,80.352941176470594,12.713770423312313,9.7252925343607384,72,58
J,R2Z4,R1Z4,R1Z5,04,05,Florida,Villanova,23,22,7,7,139,Syracuse,Syracuse,B,592,829,50.0,52.0,100.0,94.0,76.86666666666666,73.758620689655174,12.219474438598231,9.9191739520287872,65,76
M,R1Z3,Z03,Z14,03,14,Xavier,Georgia,27,16,6,16,136,West,West,A,853,604,53.0,49.0,108.0,107.0,75.333333333333329,67.875,13.399834161494521,12.409044080830723,73,61
C,R1Z5,Z05,Z12,05,12,Syracuse,Iona,24,26,8,5,137,South,South,A,786,627,54.0,49.0,85.0,102.0,71.71875,80.838709677419359,8.5558254094797892,11.659405103491588,63,61
R,R2W1,R1W1,R1W8,01,09,Indiana,Temple,27,23,6,9,139,East,East,A,625,789,56.0,52.0,101.0,89.0,80.0,72.75,12.088060726237774,9.1035707280165621,58,52
I,R1W6,W06,W11,06,11,North Carolina,Air Force,18,22,10,6,136,Atlanta,Atlanta,A,708,502,56.0,35.0,115.0,86.0,83.071428571428569,60.178571428571431,14.478872715168153,11.665129879347285,63,52
L,R1W3,W03,W14,03,14,Washington St,Oral Roberts,25,22,7,10,136,East,East,A,841,724,45.0,54.0,88.0,90.0,66.53125,71.71875,9.6078886045530307,9.9411844584787783,70,54
A,R4W1,R3W1,R3W2,01,02,Massachusetts,Georgetown,31,24,1,7,145,East,East,A,663,603,50.0,56.0,94.0,113.0,73.6875,81.838709677419359,9.573523058414807,13.137232914797861,86,62
N,R1Y2,Y02,Y15,02,15,Michigan St,Robert Morris,26,24,6,10,137,Midwest,Midwest,A,671,745,54.0,48.0,118.0,104.0,71.90625,70.735294117647058,12.802244371105404,10.860908919632539,77,62
K,R1X4,X04,X13,04,13,Kansas,Bradley,24,20,7,10,137,Oakland,Oakland,B,636,530,49.0,46.0,96.0,93.0,74.354838709677423,71.533333333333331,11.998785925403572,11.19146500190609,73,77
K,R1W4,W04,W13,04,13,LSU,Iona,22,23,8,7,136,Atlanta,Atlanta,A,655,627,50.0,59.0,104.0,101.0,74.766666666666666,80.36666666666666,11.881872280448436,9.907853226383379,80,64
J,R1W5,W05,W12,05,12,Georgia Tech,G Washington,19,22,11,7,137,Albuquerque,Albuquerque,A,606,599,51.0,56.0,102.0,101.0,74.566666666666663,77.241379310344826,12.287346698489829,10.58513978671985,80,68
C,R1Z1,Z01,Z16,01,16,Duke,Radford,28,18,3,8,137,South,South,A,577,740,63.0,49.0,126.0,100.0,84.967741935483872,75.34615384615384,15.619433451721529,13.462032957950546,99,63
D,R1Z5,Z05,Z12,05,12,Iowa,UAB,18,20,9,11,136,West,West,A,628,805,52.0,53.0,87.0,116.0,73.703703703703709,74.322580645161295,9.5754888273434311,13.613056106770332,77,64
J,R1Z3,Z03,Z14,03,14,Kansas,Bucknell,23,22,6,9,137,Syracuse,Syracuse,B,636,533,59.0,48.0,96.0,89.0,75.448275862068968,63.58064516129032,10.21015791325263,8.49202355742705,63,64
G,R1W7,W07,W10,07,10,NC State,Michigan St,22,19,10,11,137,East,East,A,695,671,50.0,49.0,98.0,93.0,75.6875,69.733333333333334,11.217835965550575,10.082768579225759,69,58
M,W16,W16a,W16b,16,16,Coppin St,Mt St Mary's,14,18,20,14,134,East,East,B,560,686,34.0,45.0,102.0,97.0,59.147058823529413,69.0625,13.918105755456427,9.8391358233332671,60,69
N,R1Y1,Y01,Y16,01,16,Louisville,Morehead St,28,17,5,15,137,Midwest,Midwest,A,651,682,51.0,41.0,99.0,94.0,73.939393939393938,69.34375,12.429045634732635,11.134432447929262,74,54
E,R5WX,R4W1,R4X1,01,08,Michigan St,Wisconsin,26,18,7,13,152,Midwest,West,A,671,849,49.0,44.0,114.0,86.0,74.515151515151516,59.967741935483872,12.794698741515333,10.544785811213542,53,41
L,R2W3,R1W3,R1W6,03,06,Washington St,Vanderbilt,25,19,7,11,138,East,East,B,841,827,45.0,57.0,88.0,104.0,66.53125,75.733333333333334,9.6078886045530307,11.661713234150271,74,78
B,R1W3,W03,W14,03,14,New Mexico,Old Dominion,23,22,7,10,137,East,East,A,701,723,57.0,52.0,103.0,99.0,75.766666666666666,71.5,12.968380349484237,11.360567767501763,59,55
M,R1W7,W07,W10,07,10,Butler,South Alabama,29,25,3,6,137,East,East,A,535,768,42.0,59.0,89.0,97.0,68.34375,75.612903225806448,11.193216067667951,8.8196167693600316,81,61
A,R2Z4,R1Z4,R1Z5,04,12,Syracuse,Drexel,24,25,8,3,138,West,West,A,786,576,47.0,67.0,97.0,110.0,76.65625,83.75,9.9234865817161264,9.8945331226028905,69,58
M,R2X2,R1X2,R1X7,02,10,Georgetown,Davidson,27,25,5,6,139,Midwest,Midwest,B,603,568,51.0,59.0,110.0,98.0,69.71875,77.322580645161295,11.385940823555162,10.033450815933392,70,74
O,R2X3,R1X3,R1X6,03,11,Baylor,Old Dominion,24,26,7,8,138,South,South,A,521,723,55.0,50.0,94.0,98.0,76.709677419354833,67.529411764705884,9.6426256241855537,10.302013778348066,76,68
C,R2Z2,R1Z2,R1Z7,02,10,Kentucky,St Louis,29,21,4,10,139,South,South,A,640,780,63.0,43.0,99.0,85.0,79.060606060606062,68.032258064516128,8.6372673636676556,9.5291873226512305,88,61
P,R1X4,X04,X13,04,13,Texas,Oakland,27,24,7,9,137,West,West,A,793,718,56.0,51.0,101.0,110.0,74.911764705882348,85.090909090909093,10.094750083026042,13.451064250704626,85,81
P,R1Y7,Y07,Y10,07,10,UCLA,Michigan St,22,18,10,14,136,Southeast,Southeast,A,810,671,52.0,47.0,86.0,96.0,69.96875,68.125,8.6728180793499874,11.968056442046052,78,76
O,R4W1,R3W1,R3W2,01,02,Kentucky,West Virginia,32,27,2,6,145,East,East,B,640,843,58.0,53.0,104.0,95.0,79.235294117647058,72.969696969696969,11.414796443856162,9.9589607845483883,66,73
D,R1X2,X02,X15,02,15,Utah,Arkansas St,25,18,4,11,137,Midwest,Midwest,A,821,516,49.0,48.0,89.0,104.0,71.172413793103445,74.068965517241381,10.664375001546169,10.891094224760158,80,58
K,R4Y1,R3Y1,R3Y2,01,03,Villanova,Florida,25,27,4,6,146,Minneapolis,Minneapolis,B,829,592,49.0,49.0,98.0,113.0,75.41379310344827,79.272727272727266,11.496677905105697,11.330497133367812,62,75
B,R3Z1,R2Z1,R2Z4,01,04,Kentucky,St Joseph's PA,29,24,4,6,143,West,West,A,640,779,58.0,55.0,105.0,89.0,83.090909090909093,70.900000000000006,10.419572597422011,8.4591173692452504,83,68
E,R1X3,X03,X14,03,14,Oklahoma,Winthrop,26,18,6,8,136,West,West,A,721,848,50.0,49.0,102.0,90.0,75.3125,72.038461538461533,11.590506621800447,12.214369750517907,74,50
O,R1W3,W03,W14,03,14,New Mexico,Montana,29,20,4,9,136,East,East,A,701,680,59.0,48.0,97.0,95.0,76.63636363636364,69.448275862068968,9.3381530255385439,12.543953638682558,62,57
G,W16,W16a,W16b,16,16,Alcorn St,Siena,20,16,9,18,134,East,East,B,508,766,48.0,54.0,108.0,92.0,79.793103448275858,69.588235294117652,13.812486380944641,9.5889570280512348,77,81
E,R2Y3,R1Y3,R1Y6,03,11,Oklahoma St,Pepperdine,23,24,6,8,139,East,East,A,722,730,53.0,57.0,103.0,99.0,75.896551724137936,73.03125,14.525470679266167,10.504416853757281,75,67
I,R2X1,R1X1,R1X8,01,08,Stanford,Alabama,29,17,1,12,138,Phoenix,Phoenix,B,783,504,60.0,45.0,100.0,101.0,73.933333333333337,72.206896551724142,8.9960485152587335,12.211863396303945,67,70
G,R1Y7,Y07,Y10,07,10,Oklahoma St,Kent,23,26,8,5,136,South,South,B,722,639,51.0,56.0,95.0,116.0,72.0,75.967741935483872,11.739099267529141,11.56045503895051,61,69
R,R1Y1,Y01,Y16,01,16,Louisville,NC A&T,29,18,5,16,136,Midwest,Midwest,A,651,693,51.0,39.0,101.0,90.0,73.558823529411768,61.617647058823529,10.806292220604318,12.734886557804055,79,48
M,R1W8,W08,W09,08,09,Indiana,Arkansas,25,22,7,11,137,East,East,B,625,515,49.0,51.0,100.0,94.0,75.125,73.63636363636364,12.948817513580149,10.467317626403194,72,86
B,R2Y3,R1Y3,R1Y6,03,06,Cincinnati,Iowa St,25,20,7,8,138,Midwest,Midwest,B,549,629,55.0,45.0,105.0,87.0,80.96875,67.285714285714292,13.21572069307989,10.643096833350791,66,67
B,R1W4,W04,W13,04,13,Villanova,Long Island,22,21,9,8,136,East,East,A,829,648,56.0,68.0,91.0,129.0,74.677419354838705,91.551724137931032,10.177099836505784,14.632477356178361,101,91
D,R1X1,X01,X16,01,16,Michigan St,Mt St Mary's,29,15,4,14,137,Midwest,Midwest,A,671,686,51.0,50.0,96.0,92.0,72.333333333333329,68.827586206896555,12.039497288072079,8.733877621740179,76,53
K,R1X3,X03,X14,03,14,Gonzaga,Xavier,27,21,3,10,136,Oakland,Oakland,A,607,853,60.0,47.0,109.0,99.0,80.099999999999994,71.451612903225808,13.108139964668268,11.877978294570383,79,75
J,R1Y1,Y01,Y16,01,16,Duke,Delaware St,25,19,5,13,137,Austin,Austin,A,577,571,58.0,39.0,102.0,82.0,79.766666666666666,62.40625,12.093202865889401,9.6916825648336218,57,46
G,R2W1,R1W1,R1W8,01,08,Maryland,Wisconsin,26,17,4,12,139,East,East,A,662,849,56.0,48.0,112.0,94.0,85.299999999999997,66.517241379310349,12.36702605048333,10.704883480031269,87,57
P,R1X2,X02,X15,02,15,San Diego St,N Colorado,30,19,2,10,136,West,West,A,754,688,51.0,42.0,96.0,87.0,71.03125,71.034482758620683,11.043902092897238,10.324002026148078,68,50
D,R2Z4,R1Z4,R1Z5,04,05,Arkansas,Iowa,22,18,10,9,138,West,West,B,515,628,57.0,52.0,118.0,87.0,78.40625,73.703703703703709,14.308780903260068,9.5754888273434311,72,82
Q,R4X1,R3X1,R3X2,01,02,North Carolina,Kansas,29,27,5,6,146,Midwest,Midwest,B,708,636,54.0,59.0,102.0,100.0,81.970588235294116,75.030303030303031,12.809659255507714,9.8118198617321628,67,80
B,R1Y6,Y06,Y11,06,11,Iowa St,Illinois St,20,24,8,5,136,Midwest,Midwest,A,629,624,45.0,54.0,87.0,101.0,67.285714285714292,74.793103448275858,10.643096833350791,9.8203845361357569,69,57
A,R2Z2,R1Z2,R1Z7,02,10,Kansas,Santa Clara,25,19,4,8,139,West,West,A,636,758,55.0,49.0,108.0,98.0,80.34482758620689,70.81481481481481,11.806707217302421,11.274478018752623,76,51
O,R1W1,W01,W16,01,16,Kentucky,ETSU,32,19,2,14,136,East,East,A,640,586,58.0,52.0,104.0,94.0,79.235294117647058,69.030303030303031,11.414796443856162,10.999958260209647,100,71
C,R1Y1,Y01,Y16,01,16,Kansas,Prairie View,33,10,3,16,137,Midwest,Midwest,A,636,734,65.0,52.0,111.0,95.0,83.694444444444443,69.730769230769226,11.3500353510082,10.128245699366971,110,52
N,R2Z1,R1Z1,R1Z8,01,09,Connecticut,Texas A&M,27,23,4,9,138,West,West,A,559,794,60.0,53.0,117.0,96.0,77.322580645161295,71.71875,13.0344137469764,11.694641868714919,92,66
M,R4W1,R3W1,R3W2,01,03,North Carolina,Louisville,32,24,2,8,145,East,East,A,708,651,66.0,47.0,110.0,104.0,88.705882352941174,71.9375,11.213252169707649,12.214073593605043,83,73
R,R2Y1,R1Y1,R1Y8,01,08,Louisville,Colorado St,29,23,5,8,138,Midwest,Midwest,A,651,557,51.0,55.0,101.0,89.0,73.558823529411768,72.258064516129039,10.806292220604318,9.0231520918832491,82,56
A,R1Z5,Z05,Z12,05,12,Memphis,Drexel,22,25,7,3,136,West,West,B,666,576,55.0,67.0,96.0,110.0,73.862068965517238,83.75,13.609641962229254,9.8945331226028905,63,75
F,R2Y4,R1Y4,R1Y5,04,05,Kansas,Syracuse,22,24,6,8,139,Midwest,Midwest,A,636,786,53.0,54.0,101.0,105.0,80.928571428571431,73.0625,12.023573783639049,12.939613353960775,87,58
K,R2Y2,R1Y2,R1Y7,02,07,Ohio St,Georgetown,25,21,5,9,139,Minneapolis,Minneapolis,B,720,603,52.0,48.0,104.0,87.0,74.700000000000003,66.666666666666671,12.190570126126177,9.6275068885401947,52,70
J,R1Y7,Y07,Y10,07,10,Cincinnati,Iowa,24,21,7,11,136,Austin,Austin,A,549,628,45.0,56.0,95.0,92.0,76.41935483870968,73.21875,11.091334000306166,9.2524806639895232,76,64
F,R2X1,R1X1,R1X8,01,09,Stanford,St Joseph's PA,27,25,2,6,138,West,West,A,783,779,69.0,67.0,100.0,104.0,82.724137931034477,79.870967741935488,8.9245749506595864,9.4723432243690233,90,83
P,R1X1,X01,X16,01,16,Duke,Hampton,30,23,4,8,137,West,West,A,577,610,56.0,45.0,110.0,86.0,81.058823529411768,66.903225806451616,11.732160867287703,10.473791680896555,87,45
L,R2Y3,R1Y3,R1Y6,03,11,Oregon,Winthrop,26,24,7,4,139,Midwest,Midwest,A,725,848,55.0,51.0,116.0,109.0,76.393939393939391,74.107142857142861,12.991697567804472,12.723261278108703,75,61
J,R1Z2,Z02,Z15,02,15,Connecticut,UCF,22,21,7,8,137,Syracuse,Syracuse,A,559,809,59.0,52.0,123.0,90.0,78.620689655172413,68.275862068965523,13.394321475917987,9.8607426163799801,77,71
B,R1W1,W01,W16,01,16,North Carolina,Fairfield,24,11,6,18,136,East,East,A,708,589,45.0,45.0,106.0,86.0,77.86666666666666,66.103448275862064,14.34975803125459,11.439028255045898,82,74
M,R2X4,R1X4,R1X5,13,12,Siena,Villanova,22,20,10,12,139,Midwest,Midwest,B,766,829,52.0,53.0,97.0,103.0,76.8125,72.84375,11.08049384052895,11.573432331745842,72,84
J,R2W3,R1W3,R1W6,03,06,Gonzaga,Texas Tech,25,20,4,10,138,Albuquerque,Albuquerque,B,607,796,54.0,53.0,99.0,119.0,79.689655172413794,77.533333333333331,11.048805359906288,15.217825804700954,69,71
L,R4X1,R3X1,R3X2,01,02,Ohio St,Memphis,30,30,3,3,145,South,South,A,720,666,49.0,58.0,107.0,111.0,73.63636363636364,79.575757575757578,11.514992024413827,10.926837417168358,92,76
J,R1X8,X08,X09,08,09,Texas,Nevada,19,23,10,6,136,Chicago,Chicago,B,793,699,58.0,52.0,100.0,84.0,77.34482758620689,69.551724137931032,11.405612236417424,8.5685318699680835,57,61
P,R1Z5,Z05,Z12,05,12,Vanderbilt,Richmond,23,27,10,7,136,Southwest,Southwest,B,827,743,51.0,53.0,92.0,90.0,76.212121212121218,70.17647058823529,9.9597906019048654,9.0243806638894615,66,69
Q,R1W5,W05,W12,05,12,Vanderbilt,Harvard,24,25,10,4,136,East,East,A,827,612,55.0,46.0,102.0,80.0,72.911764705882348,65.068965517241381,11.753266497293481,8.6300638687162277,79,70
A,R2W3,R1W3,R1W6,03,06,Texas Tech,North Carolina,28,20,1,10,139,East,East,A,796,708,62.0,53.0,101.0,99.0,81.827586206896555,77.599999999999994,9.878813852842864,11.568923891183655,92,73
O,R1X2,X02,X15,02,15,Villanova,Robert Morris,24,23,7,11,136,South,South,A,829,745,65.0,52.0,103.0,107.0,82.548387096774192,68.5,10.551987153252897,11.228246942945489,73,70
J,R1Z5,Z05,Z12,05,12,Villanova,New Mexico,22,25,7,6,137,Syracuse,Syracuse,A,829,701,52.0,53.0,94.0,101.0,73.758620689655174,75.870967741935488,9.9191739520287872,12.701897078234264,55,47
A,R2Y3,R1Y3,R1Y6,03,11,Georgia Tech,Boston College,22,18,11,10,139,Southeast,Southeast,A,606,527,60.0,55.0,98.0,116.0,79.545454545454547,78.321428571428569,9.7143783128674599,14.74316687105437,103,89
M,R2W3,R1W3,R1W6,03,06,Louisville,Oklahoma,24,22,8,11,139,East,East,A,651,721,47.0,45.0,104.0,99.0,71.9375,68.424242424242422,12.214073593605043,13.98057159066955,78,48
A,R1X2,X02,X15,02,15,Wake Forest,ULM,23,15,5,13,137,Midwest,Midwest,A,839,812,41.0,56.0,91.0,125.0,69.785714285714292,76.964285714285708,11.687469305863873,14.908008736574979,62,50
P,R1X3,X03,X14,03,14,Connecticut,Bucknell,26,25,9,8,136,West,West,A,559,533,56.0,52.0,97.0,89.0,73.400000000000006,70.757575757575751,9.8247500876976126,8.0755159438522739,81,52
P,R5YZ,R4Y1,R4Z1,08,11,Butler,VA Commonwealth,22,23,9,11,152,Southeast,Southwest,A,535,825,49.0,51.0,91.0,101.0,72.483870967741936,71.529411764705884,10.095898137816029,11.32471345986718,70,62
F,R1Y7,Y07,Y10,07,10,Wake Forest,Butler,19,23,10,7,137,Midwest,Midwest,B,839,535,53.0,48.0,108.0,90.0,77.0,69.900000000000006,11.720892045609309,10.150041050820107,63,79
J,R2Y4,R1Y4,R1Y5,13,05,Vermont,Michigan St,24,22,6,6,139,Austin,Austin,B,828,671,55.0,59.0,90.0,104.0,72.599999999999994,78.071428571428569,8.4285230022821906,12.392188125210666,61,72
C,R1X8,X08,X09,08,09,Tennessee,Illinois St,20,23,8,5,136,West,West,B,790,624,51.0,56.0,96.0,105.0,75.678571428571431,76.107142857142861,8.7016154962683778,10.004782019879601,81,82
A,R5YZ,R4Y1,R4Z1,05,04,Mississippi St,Syracuse,22,24,7,8,152,Southeast,West,B,675,786,53.0,47.0,123.0,97.0,74.517241379310349,76.65625,15.471042337564125,9.9234865817161264,69,77
Q,R2Z4,R1Z4,R1Z5,04,05,Louisville,New Mexico,26,26,9,6,138,West,West,A,651,701,49.0,44.0,95.0,98.0,68.828571428571422,72.5625,12.236913042770491,11.88207026363672,59,56
P,R1Z2,Z02,Z15,02,15,Notre Dame,Akron,26,22,6,12,137,Southwest,Southwest,A,717,503,54.0,47.0,102.0,91.0,76.0,69.970588235294116,14.433035023861059,10.839701792397099,69,56
G,R1Y4,Y04,Y13,04,13,USC,UNC Wilmington,22,22,9,9,136,South,South,B,818,816,58.0,50.0,103.0,83.0,77.58064516129032,67.096774193548384,11.29308721911797,8.2475992155280675,89,93
F,R2X2,R1X2,R1X7,15,10,Hampton,Georgetown,24,23,6,7,138,West,West,B,610,603,61.0,40.0,94.0,123.0,78.433333333333337,78.966666666666669,8.2408872230010655,14.232552671799796,57,76
C,R4Z1,R3Z1,R3Z2,01,02,Duke,Kentucky,28,29,3,4,146,South,South,B,577,640,63.0,63.0,126.0,99.0,84.967741935483872,79.060606060606062,15.619433451721529,8.6372673636676556,84,86
F,R1X7,X07,X10,07,10,Arkansas,Georgetown,20,23,10,7,136,West,West,B,515,603,48.0,40.0,121.0,123.0,80.5,78.966666666666669,16.786403228009668,14.232552671799796,61,63
A,R4X1,R3X1,R3X2,01,02,Kentucky,Wake Forest,28,23,2,5,145,Midwest,Midwest,A,640,839,61.0,41.0,129.0,91.0,91.900000000000006,69.785714285714292,15.159925241680227,11.687469305863873,83,63
M,R2W1,R1W1,R1W8,01,09,North Carolina,Arkansas,32,22,2,11,139,East,East,A,708,515,66.0,51.0,110.0,94.0,88.705882352941174,73.63636363636364,11.213252169707649,10.467317626403194,108,77
O,R2W3,R1W3,R1W6,03,11,New Mexico,Washington,29,24,4,9,138,East,East,B,701,840,59.0,51.0,97.0,123.0,76.63636363636364,79.787878787878782,9.3381530255385439,15.04691164478325,64,82
O,R3X2,R2X2,R2X3,10,03,St Mary's CA,Baylor,25,24,5,7,144,South,South,B,781,521,49.0,55.0,101.0,94.0,78.799999999999997,76.709677419354833,10.983017193224576,9.6426256241855537,49,72
P,R4W1,R3W1,R3W2,04,02,Kentucky,North Carolina,25,26,8,7,146,East,East,A,640,708,64.0,48.0,91.0,107.0,76.424242424242422,76.666666666666671,7.9849491109753998,13.697304903380138,76,69
